English Comments,Translate Comments
waydowntown manages to nail the spirit crushing ennui of denuded urban living without giving in to it,በላዩ ላይ ሳይሰጥ የተካነ የከተማዋ የመኖሪያ ቤቱን ማፍረስ የሚያስችል ባሕርይ
each of these stories has the potential for touched by an angel simplicity and sappiness but thirteen conversations about one thing for all its generosity and optimism never resorts to easy feel good sentiments,Loading...
if borstal boy isn especially realistic it is an engaging nostalgia piece,Loading...
often demented in good way but it is an uneven film for the most part,Loading...
the script snazzy dialogue establishes realistic atmosphere that involves us in the unfolding crisis but the lazy plotting ensures that little of our emotional investment pays off,Loading...
maggie smith as the ya ya member with the o2 tank will absolutely crack you up with her crass then gasp for gas verbal deportment,Loading...
this is movie that refreshes the mind and spirit along with the body so original is its content look and style,ይህ የመጀመሪያውን ሰውነት እና መንፈስ ቅዱስን በማደስ አእምሮ እና መንፈስ የሚያድስ ፊልም ነው
although didn hate this one it not very good either it can be safely recommended as video dvd babysitter,"ምንም እንኳን ዌን ቢጠሉትም ምንም እንኳን ጥሩ ነገር ባይጠቅስም, እንደ ቪዲዮ ዲቪዲ ባቢዬተር ደህንነቱ በተጠበቀ ሁኔታ ሊመከር ይችላል"
another best of the year selection,Loading...
the film has the high buffed gloss and high octane jolts you expect of de palma but what makes it transporting is that it also one of the smartest most pleasurable expressions of pure movie love to come from an american director in years,Loading...
it very valuable film,Loading...
max pokes provokes takes expressionistic license and hits nerve as far as art is concerned it mission accomplished,Loading...
literary purists may not be pleased but as far as mainstream matinee style entertainment goes it does bang up job of pleasing the crowds,Loading...
here polanski looks back on those places he saw at childhood and captures them by freeing them from artefact and by showing them heartbreakingly drably,Loading...
intriguing and stylish,Loading...
the story itself it mostly told through on camera interviews with several survivors whose riveting memories are rendered with such clarity that it as if it all happened only yesterday,Loading...
compelling story of musical passion against governmental odds,Loading...
with ichi the killer takashi miike japan wildest filmmaker gives us crime fighter carrying more emotional baggage than batman,Loading...
[breheny s] lensing of the new zealand and cook island locations captures both the beauty of the land and the people,Loading...
an almost unbearably morbid love story,Loading...
the wild thornberrys movie has all the sibling rivalry and general family chaos to which anyone can relate,የዱር እሾህ ፊልም ማንም ሰው ሊነግረው የሚችል የትርጓሜ ተቀናቃኝ እና አጠቃላይ የቤተሰብ ሁከት ሁሉ አለው
forceful drama of an alienated executive who re invents himself,Loading...
spielberg realization of near future america is masterful this makes minority report necessary viewing for sci fi fans as the film has some of the best special effects ever,Loading...
the gags that fly at such furiously funny pace that the only rip off that we were aware of was the one we felt when the movie ended so damned soon,Loading...
the best film of the year 2002,Loading...
an enthralling entertaining feature,Loading...
stripped almost entirely of such tools as nudity profanity and violence labute does manage to make few points about modern man and his problematic quest for human connection,Loading...
